disease	drug	proximity	pval
COVID-19	levamlodipine	1.25	0.348850344
COVID-19	levetiracetam	1.5	0.306798606
COVID-19	levobetaxolol	1	0.148899735
COVID-19	levobunolol	1	0.174005992
COVID-19	levobupivacaine	2	0.466895543
COVID-19	levocabastine	2	0.536855676
COVID-19	levocarnitine	1.727272727	0.125467777
COVID-19	levocetirizine	1	0.069943247
COVID-19	levodopa	1.8	0.66736265
COVID-19	levofloxacin	1	0.409719816
COVID-19	levomenthol	1.615384615	0.10975474
COVID-19	levomilnacipran	2	0.818020617
COVID-19	levonordefrin	1.666666667	0.299505721
COVID-19	levonorgestrel	1.4	0.999777957
COVID-19	levorphanol	1.666666667	0.733806335
COVID-19	levosimendan	1.5	0.216209161
COVID-19	levothyroxine	1.25	0.753106815
COVID-19	lidocaine	1.666666667	0.580944774
COVID-19	lifitegrast	2	0.781407238
COVID-19	linaclotide	2	0.601210972
COVID-19	linagliptin	1	0.246893185
COVID-19	lindane	1.5	0.476302681
COVID-19	liothyronine	1	0.411225003
COVID-19	liotrix	1	0.481274004
COVID-19	lipegfilgrastim	2	0.87520357
COVID-19	lipoic acid	2	0.599239516
COVID-19	liraglutide	1	0.390833696
COVID-19	lisinopril	1.5	0.269714579
COVID-19	lisuride	1.8	0.857815393
COVID-19	lithium carbonate	1.75	0.788306046
COVID-19	lithium citrate	1.75	0.787408637
COVID-19	lixisenatide	1	0.390833696
COVID-19	lofexidine	1.666666667	0.644435473
COVID-19	lomefloxacin	1	0.419528061
COVID-19	lomitapide	2	0.50827803
COVID-19	lomustine	2	0.61575626
COVID-19	lonoctocog alfa	1.272727273	0.254977896
COVID-19	loperamide	1.571428571	0.842914518
COVID-19	lopinavir	1.333333333	0.043525152
COVID-19	loratadine	1	0.068487867
COVID-19	lorazepam	1.928571429	0.450155074
COVID-19	lorcaserin	2	0.701882467
COVID-19	lorlatinib	1	0.423762098
COVID-19	lormetazepam	2	0.556801434
COVID-19	lornoxicam	1.5	0.511461945
COVID-19	lorpiprazole	1.7	0.484218753
COVID-19	losartan	2	0.798154521
COVID-19	lovastatin	1	0.416812875
COVID-19	loxapine	1.806451613	0.744967825
COVID-19	loxoprofen	1.5	0.426191538
COVID-19	lubiprostone	1	0.202735881
COVID-19	lumateperone	1.8	0.921312368
COVID-19	lumiracoxib	1.5	0.448679772
COVID-19	lurasidone	1.666666667	0.751006177
COVID-19	lusutrombopag	2	0.753106815
COVID-19	lutetium lu 177 dotatate	2.2	0.979685412
COVID-19	lutropin alfa	1	0.1837376
COVID-19	lyme disease vaccine (recombinant ospa)	2	0.903963478
COVID-19	lypressin	1.666666667	0.339662061
COVID-19	macimorelin	3	0.995941886
COVID-19	macitentan	1.5	0.309116123
COVID-19	mafenide	2	0.601210972
COVID-19	magnesium acetate	1	0.469190992
COVID-19	magnesium acetate tetrahydrate	1.571428571	0.647205631
COVID-19	magnesium carbonate	1.571428571	0.676009791
COVID-19	magnesium cation	1	0.437203185
COVID-19	magnesium sulfate	1.666666667	0.271743566
COVID-19	malathion	3	0.970464285
COVID-19	manganese	1.4	0.569257454
COVID-19	manidipine	1.666666667	0.320538768
COVID-19	maprotiline	1.764705882	0.697635987
COVID-19	maraviroc	2	0.972027812
COVID-19	masoprocol	1.5	0.779334291
COVID-19	mazindol	1.75	0.565406593
COVID-19	mebendazole	1	0.636755338
COVID-19	mecamylamine	2	0.783447526
COVID-19	mecasermin	1.25	0.648838023
COVID-19	mecasermin rinfabate	1.333333333	0.818162608
COVID-19	meclizine	1.5	0.367498749
COVID-19	meclofenamic acid	1.6	0.343271863
COVID-19	medrogestone	2	0.994336328
COVID-19	medroxyprogesterone acetate	1.8125	0.545636394
COVID-19	mefenamic acid	1.5	0.340783446
COVID-19	mefloquine	1.666666667	0.357439421
COVID-19	megestrol acetate	1.5	0.997248039
COVID-19	meloxicam	1.5	0.388664843
COVID-19	memantine	1.833333333	0.687559614
COVID-19	menadione	1.153846154	0.001049077
COVID-19	menotropins	1.5	0.463470899
COVID-19	menthyl salicylate	1.5	0.360821938
COVID-19	mepenzolate	1.5	0.233103925
COVID-19	meperidine	1.6875	0.750655177
COVID-19	mephentermine	1.555555556	0.273081773
COVID-19	mephenytoin	1.5	0.707782497
COVID-19	mepivacaine	2	0.454795947
COVID-19	mepolizumab	2	0.509108093
COVID-19	meprobamate	1.923076923	0.374985624
COVID-19	mepyramine	1	0.034145871
COVID-19	mercaptopurine	1	0.073192987
COVID-19	mesalazine	1.428571429	0.715551209
COVID-19	mesoridazine	2	0.910826329
COVID-19	metamfetamine	1.777777778	0.496851974
COVID-19	metamizole	2	0.668096209
COVID-19	metaraminol	2	0.72373006
COVID-19	metergoline	2	0.631904738
COVID-19	metformin	1.666666667	0.521237807
COVID-19	methacholine	1	0.11220399
COVID-19	methadone	1.714285714	0.791122534
COVID-19	methantheline	2.5	0.982590118
COVID-19	methazolamide	2	0.732989741
COVID-19	methdilazine	1	0.008929131
COVID-19	methimazole	2	0.477056881
COVID-19	methionine	2	0.885661485
COVID-19	methocarbamol	2	0.553579205
COVID-19	methohexital	2	0.628530899
COVID-19	methotrexate	1.333333333	0.476744002
COVID-19	methotrimeprazine	1.736842105	0.512218316
COVID-19	methoxamine	1.666666667	0.477357462
COVID-19	methoxy polyethylene glycol-epoetin beta	2	0.92861638
COVID-19	methoxyflurane	1.777777778	0.146154773
COVID-19	methscopolamine bromide	1.666666667	0.332829814
COVID-19	methsuximide	2	0.469190992
COVID-19	methyclothiazide	2	0.852988651
COVID-19	methyl aminolevulinate	2	0.763065175
COVID-19	methyldopa	1.5	0.155497937
COVID-19	methylene blue	1.5	0.517763715
COVID-19	methylergometrine	2	0.770841153
COVID-19	methylnaltrexone	1.5	0.505001272
COVID-19	methylphenidate	1.666666667	0.407290348
COVID-19	methylphenobarbital	1.818181818	0.491555302
COVID-19	methylprednisolone	1	0.43054705
COVID-19	methyprylon	1.923076923	0.445406496
COVID-19	methysergide	1.875	0.825774738
COVID-19	metipranolol	1	0.155178085
COVID-19	metixene	1.8	0.351807094
COVID-19	metoclopramide	2	0.822159481
COVID-19	metocurine	2.5	0.954740231
COVID-19	metocurine iodide	3	0.999902634
COVID-19	metolazone	2	0.749535046
COVID-19	metoprolol	1	0.12566983
COVID-19	metreleptin	1	0.250464954
COVID-19	metyrapone	4	0.999988286
COVID-19	metyrosine	1	0.233213307
COVID-19	mexiletine	1.5	0.646901101
COVID-19	mianserin	1.739130435	0.626995858
COVID-19	miconazole	1.5	0.18478338
COVID-19	midazolam	2	0.445091773
COVID-19	midodrine	1.666666667	0.42411107
COVID-19	midostaurin	1.5	0.998857368
COVID-19	mifamurtide	1	0.327665827
COVID-19	mifepristone	1.5	0.916983984
COVID-19	migalastat	0	0.002790208
COVID-19	miglitol	1.75	0.689352598
COVID-19	miglustat	2	0.625042839
COVID-19	milnacipran	1.666666667	0.774870542
COVID-19	milrinone	1	0.237947879
COVID-19	miltefosine	1	0.195352916
COVID-19	minaprine	1.888888889	0.871435396
COVID-19	minocycline	1.428571429	0.849547602
COVID-19	minoxidil	1.666666667	0.40040701
COVID-19	mirabegron	2	0.5
COVID-19	mirtazapine	1.5	0.173935407
COVID-19	misoprostol	2	0.849239746
COVID-19	mitotane	2	0.999894228
COVID-19	mitoxantrone	1	0.392435669
COVID-19	mivacurium	2.25	0.950710113
COVID-19	moclobemide	2	0.575384502
COVID-19	modafinil	1.5	0.344489152
COVID-19	moexipril	1.5	0.138716814
COVID-19	mogamulizumab	1	0.411941066
COVID-19	molindone	1.75	0.675996104
COVID-19	molsidomine	2	0.754347689
COVID-19	mometasone	1.5	0.997248039
COVID-19	mometasone furoate	1.5	0.987077071
COVID-19	monobenzone	2	0.634830176
COVID-19	montelukast	2.5	0.980040064
COVID-19	moricizine	2	0.814211981
COVID-19	moroctocog alfa	1.272727273	0.197058607
COVID-19	morphine	1.75	0.743185443
COVID-19	moxetumomab pasudotox	1	0.186056816
COVID-19	moxisylyte	1.666666667	0.346591872
COVID-19	moxonidine	1	0.050294806
COVID-19	muromonab	1.928571429	0.997093129
COVID-19	mycophenolate mofetil	1	0.088626177
COVID-19	mycophenolic acid	0.5	0.003846159
COVID-19	myrrh	1.666666667	0.931382247
COVID-19	n-acetylglucosamine	2	0.901685671
COVID-19	nabilone	2	0.641033559
COVID-19	nabumetone	1.5	0.377174872
COVID-19	nadh	1.52238806	0.116660621
COVID-19	nadolol	1	0.169175861
COVID-19	nadroparin	1.5	0.800364842
COVID-19	nafarelin	2	0.480136231
COVID-19	naftifine	2	0.610462984
COVID-19	nalbuphine	1.666666667	0.682704886
COVID-19	naldemedine	1.666666667	0.673542171
COVID-19	nalmefene	1.666666667	0.723218173
COVID-19	naloxegol	2	0.878252392
COVID-19	naloxone	1.428571429	0.630385612
COVID-19	naltrexone	1.666666667	0.766337232
COVID-19	naphazoline	1.5	0.281128389
COVID-19	naproxen	1.5	0.444631876
COVID-19	naratriptan	1.75	0.20148936
COVID-19	natalizumab	1.909090909	0.995591848
COVID-19	nateglinide	2	0.998358609
COVID-19	nebivolol	1.333333333	0.186056816
COVID-19	nedocromil	2.4	0.999951054
COVID-19	nefazodone	1.6	0.509230399
COVID-19	nelarabine	0	0.009600716
COVID-19	neomycin	2	0.706709131
COVID-19	neostigmine	1	0.12479643
COVID-19	nepafenac	1.5	0.390598952
COVID-19	nesiritide	1.333333333	0.117930655
COVID-19	netarsudil	1.333333333	0.37287749
COVID-19	netupitant	2	0.629518196
COVID-19	niacin	2	0.725206378
COVID-19	nialamide	1.333333333	0.035379458
COVID-19	nicardipine	1.666666667	0.203778789
COVID-19	nicergoline	2	0.709428529
COVID-19	nicorandil	2	0.696887158
COVID-19	nicotinamide	1.25	0.400064097
COVID-19	nicotine	2	0.827855313
COVID-19	nifedipine	1.333333333	0.027047528
COVID-19	nilotinib	1.5	0.9979624
COVID-19	nilvadipine	1.833333333	0.54519943
COVID-19	nimesulide	1.5	0.560969796
COVID-19	nimodipine	1.7	0.523845323
COVID-19	nintedanib	1.25	0.896996108
COVID-19	niraparib	1	0.471066841
COVID-19	nisoldipine	1.6	0.184541515
COVID-19	nitisinone	2	0.629518196
COVID-19	nitrazepam	1.875	0.358205699
COVID-19	nitrendipine	1.625	0.070984204
COVID-19	nitric oxide	2	0.761659887
COVID-19	nitroglycerin	1	0.068594757
COVID-19	nitroprusside	1	0.050688854
COVID-19	nitrous acid	1.5	0.096205241
COVID-19	nivolumab	2	0.675392477
COVID-19	nizatidine	3	0.938189504
COVID-19	nomifensine	1.857142857	0.666047607
COVID-19	nonacog beta pegol	1.333333333	0.310177101
COVID-19	norelgestromin	1.666666667	0.99999278
COVID-19	norepinephrine	1.454545455	0.055724411
COVID-19	norethisterone	1.333333333	0.98702224
COVID-19	norethynodrel	1.333333333	0.996695361
COVID-19	norfloxacin	1	0.419528061
COVID-19	norgestimate	1.333333333	0.973846712
COVID-19	norgestrel	1.5	0.993076155
COVID-19	nortriptyline	1.583333333	0.149139013
COVID-19	noscapine	0	9.27E-10
COVID-19	nylidrin	2	0.877688197
COVID-19	obeticholic acid	2	0.88001986
COVID-19	obinutuzumab	1	0.113874097
COVID-19	ocrelizumab	1	0.134436594
COVID-19	ocriplasmin	1.333333333	0.787762564
COVID-19	octreotide	2	0.888041964
COVID-19	ofatumumab	1	0.077134655
COVID-19	ofloxacin	1	0.384606001
COVID-19	olanzapine	1.787878788	0.371422007
COVID-19	olaparib	1.333333333	0.544681519
COVID-19	olaratumab	1	0.391289447
COVID-19	oleic acid	1.833333333	0.999269397
COVID-19	olmesartan	2	0.79509194
COVID-19	olopatadine	1.875	0.719411299
COVID-19	olsalazine	2	0.657395476
COVID-19	omalizumab	2	0.776236277
COVID-19	omega-3 fatty acids	1.666666667	0.993979211
COVID-19	omega-3-acid ethyl esters	1	0.365241504
COVID-19	omega-3-carboxylic acids	1.833333333	0.924690969
COVID-19	omeprazole	1	0.295939517
COVID-19	ondansetron	1.8	0.594257586
COVID-19	opicapone	0	0.005392425
COVID-19	opium	1.666666667	0.699211389
COVID-19	oprelvekin	2	0.578054424
COVID-19	orlistat	1.666666667	0.493089415
COVID-19	ornithine	1.818181818	0.533912237
COVID-19	orphenadrine	1.571428571	0.219988756
COVID-19	oseltamivir	1	0.009396035
COVID-19	ouabain	1.666666667	0.710268252
COVID-19	oxacillin	2.5	0.892221466
COVID-19	oxaprozin	1.5	0.388664843
COVID-19	oxazepam	1.866666667	0.33801684
COVID-19	oxcarbazepine	2	0.832010476
COVID-19	oxetacaine	2	0.588774997
COVID-19	oxiconazole	1	0.255298322
COVID-19	oxprenolol	1.333333333	0.157061112
COVID-19	oxtriphylline	1.2	0.353740362
COVID-19	oxybenzone	1.25	0.995554351
COVID-19	oxybuprocaine	2	0.411941066
COVID-19	oxybutynin	1.666666667	0.389776213
COVID-19	oxycodone	1.666666667	0.762314821
COVID-19	oxygen	1.6	0.094186855
COVID-19	oxymetazoline	1.666666667	0.469495742
COVID-19	oxymetholone	1.5	0.754537219
COVID-19	oxymorphone	2	0.896165319
COVID-19	oxyphencyclimine	1.666666667	0.309420466
COVID-19	oxyphenonium	2	0.631904738
COVID-19	oxytocin	2	0.714573777
COVID-19	paclitaxel	1	0.273236565
COVID-19	palbociclib	1	0.443484292
COVID-19	palifermin	1.166666667	0.651149656
COVID-19	paliperidone	1.666666667	0.472991281
COVID-19	palivizumab	2.111111111	0.997173877
COVID-19	palmitic acid	1.6	0.453164695
COVID-19	palonosetron	2	0.644964041
COVID-19	pamidronic acid	2	0.80942949
COVID-19	pancuronium	2	0.796377519
COVID-19	panobinostat	0.909090909	0.235986109
COVID-19	pantoprazole	1.5	0.471066841
COVID-19	papain	1	0.453073873
COVID-19	papaverine	1	0.000844668
COVID-19	parachlorophenol	1	0.068594757
COVID-19	paramethadione	2	0.580471939
COVID-19	parathyroid hormone	1.5	0.202152676
COVID-19	parecoxib	1.5	0.494329004
COVID-19	pargyline	2	0.663756059
COVID-19	paricalcitol	1	0.409719816
COVID-19	paroxetine	1.885714286	0.917098758
COVID-19	pasireotide	2	0.902255889
COVID-19	patent blue	2	1
COVID-19	pazopanib	1.4	0.859438026
COVID-19	pegaptanib	1	0.27626994
COVID-19	pegfilgrastim	2	0.821346502
COVID-19	peginesatide	2	0.957799198
COVID-19	peginterferon alfa-2a	1.5	0.68382158
COVID-19	peginterferon alfa-2b	1.5	0.679807112
COVID-19	pegvisomant	2	0.9111284
COVID-19	pembrolizumab	2	0.696698234
COVID-19	pemetrexed	1.25	0.416848089
COVID-19	penbutolol	1.25	0.070338129
COVID-19	pentaerythritol tetranitrate	1.333333333	0.083959252
COVID-19	pentagastrin	2	0.701397079
COVID-19	pentamidine	2	0.801839363
COVID-19	pentazocine	1	0.016625495
COVID-19	pentobarbital	1.76	0.574491279
COVID-19	pentolinium	2	0.683200997
COVID-19	pentosan polysulfate	1.333333333	0.203334373
COVID-19	pentostatin	2	0.714573777
COVID-19	pentoxifylline	1.5	0.115907717
COVID-19	pentoxyverine	1.545454545	0.068985297
COVID-19	perampanel	1	0.31617842
COVID-19	pergolide	1.764705882	0.636232646
COVID-19	perhexiline	1.333333333	0.171203727
COVID-19	periciazine	1.25	0.110900679
COVID-19	perindopril	1	0.067740329
COVID-19	permethrin	1.333333333	0.399688583
COVID-19	perphenazine	1.666666667	0.884528985
COVID-19	pexidartinib	1.75	0.98593293
COVID-19	phenacemide	2	0.566780568
COVID-19	phenazopyridine	2	0.636755338
COVID-19	phendimetrazine	1.666666667	0.368410088
COVID-19	phenelzine	1.833333333	0.325152956
COVID-19	phenformin	1.5	0.651217293
COVID-19	phenindamine	1	0.0138285
COVID-19	pheniramine	1.666666667	0.351590393
COVID-19	phenmetrazine	2	0.796055615
COVID-19	phenobarbital	1.615384615	0.734872356
COVID-19	phenol	2	1
COVID-19	phenolphthalein	1.5	0.973085594
COVID-19	phenoxybenzamine	1.5	0.413106385
COVID-19	phenoxymethylpenicillin	3	0.989186094
COVID-19	phenprocoumon	1	0.419528061
COVID-19	phentermine	2	0.910008165
COVID-19	phentolamine	1.5	0.230193224
COVID-19	phenyl salicylate	1.5	0.405999692
COVID-19	phenylalanine	1.285714286	0.019332109
COVID-19	phenylbutazone	1.666666667	0.490370831
COVID-19	phenylephrine	1.666666667	0.495353926
COVID-19	phenylpropanolamine	1.5	0.312418334
COVID-19	phenytoin	1.8	0.478931709
COVID-19	pholcodine	1.666666667	0.715314425
COVID-19	phosphatidyl serine	1.7	0.470930641
COVID-19	phylloquinone	0.5	3.83E-05
COVID-19	physostigmine	1.333333333	0.076106422
COVID-19	pidolic acid	1.777777778	0.334899754
COVID-19	pilocarpine	1.75	0.349453981
COVID-19	pimavanserin	2	0.922906893
COVID-19	pimecrolimus	1.5	0.939096963
COVID-19	pimozide	1.25	0.351242309
COVID-19	pinaverium	2	0.693698867
COVID-19	pindolol	1.4	0.119743355
COVID-19	pioglitazone	1.75	0.973939876
COVID-19	pipecuronium	2	0.766241645
COVID-19	piperazine	1	0.044843011
COVID-19	pipotiazine	1.75	0.726837792
COVID-19	pipradrol	2	0.72373006
COVID-19	pirbuterol	1	0.120839882
COVID-19	pirenzepine	2	0.622825128
COVID-19	piretanide	2	0.586197071
COVID-19	pirfenidone	1	0.330105687
COVID-19	piroxicam	1.5	0.360821938
COVID-19	pitavastatin	1.5	0.452327758
COVID-19	pitolisant	2	0.767413108
COVID-19	pizotifen	1.6875	0.264614089
COVID-19	plecanatide	2	0.738188339
COVID-19	plerixafor	1	0.392435669
COVID-19	podofilox	1	0.749274974
COVID-19	polatuzumab vedotin	2	0.811511449
COVID-19	polyethylene glycol 400	2	0.566780568
COVID-19	polythiazide	2	0.738188339
COVID-19	pomalidomide	1	0.137756641
COVID-19	ponatinib	1.333333333	0.998646005
COVID-19	porfimer sodium	2	0.870044482
COVID-19	potassium	1	0.469190992
COVID-19	potassium acetate	1	0.5
COVID-19	potassium cation	1	0.404653594
COVID-19	potassium chloride	2	0.777806099
COVID-19	potassium nitrate	1	0.245652311
COVID-19	potassium sulfate	1	0.402829654
COVID-19	practolol	1	0.192220178
COVID-19	pralatrexate	1.5	0.636105446
COVID-19	pralidoxime	2	0.692137143
COVID-19	pramipexole	1.4	0.175588146
COVID-19	pramlintide	2.5	0.999092152
COVID-19	pramocaine	1.857142857	0.572539989
COVID-19	prasterone	1.655172414	0.469515524
COVID-19	prasugrel	2	0.363991023
COVID-19	pravastatin	0.5	0.068846728
COVID-19	prazepam	1.866666667	0.328310762
COVID-19	prazosin	1.5	0.246122755
COVID-19	pregabalin	2	0.686025401
COVID-19	pregnenolone	1.5	0.523965744
COVID-19	prenylamine	1	0.240572099
COVID-19	prilocaine	2	0.850586257
COVID-19	primaquine	1.5	0.39862619
COVID-19	primidone	1.882352941	0.558611842
COVID-19	probenecid	1.666666667	0.1277893
COVID-19	probucol	1.5	0.448193047
COVID-19	procainamide	1	0.202181835
COVID-19	procaine	1.933333333	0.838200036
COVID-19	procarbazine	2	0.641816342
COVID-19	prochlorperazine	1.625	0.388648705
COVID-19	procyclidine	1.75	0.305194114
COVID-19	profenamine	2	0.856264586
COVID-19	proflavine	1	0.345509461
COVID-19	progesterone	1.4	0.946159877
COVID-19	proguanil	2	0.748157356
COVID-19	promazine	1.785714286	0.676290685
COVID-19	promethazine	1.818181818	0.757992342
COVID-19	propafenone	1.25	0.3048794
COVID-19	propanoic acid	2	0.835289991
COVID-19	propantheline	2	0.602371789
COVID-19	proparacaine	2	0.439698306
COVID-19	propiomazine	1.785714286	0.650715858
COVID-19	propiverine	1.714285714	0.332606673
COVID-19	propofol	1.866666667	0.279747755
COVID-19	propoxycaine	1.857142857	0.535293788
COVID-19	propranolol	1.4	0.120424163
COVID-19	propyl alcohol	2	0.900455791
COVID-19	propylene glycol	2	0.788516894
COVID-19	propylhexedrine	1	0.011195598
COVID-19	propylthiouracil	2	0.463996416
COVID-19	protamine sulfate	1.5	0.425277964
COVID-19	protein s human	1.333333333	0.260410731
COVID-19	prothrombin	1.5	0.466311942
COVID-19	protirelin	2	0.522943119
COVID-19	protriptyline	2	0.799756874
COVID-19	prucalopride	2	0.515010203
COVID-19	pseudoephedrine	1.428571429	0.883128162
COVID-19	pyrantel	2	0.615393999
COVID-19	pyrethrum extract	1	0.237569428
COVID-19	pyridostigmine	2	0.961032372
COVID-19	pyridoxal phosphate	1.693877551	0.515114988
COVID-19	pyridoxine	2	0.753877245
COVID-19	pyrimethamine	1.5	0.454795947
COVID-19	pyruvic acid	1.571428571	0.103262195
COVID-19	quazepam	1.866666667	0.34332125
COVID-19	quetiapine	1.769230769	0.683408993
COVID-19	quinagolide	2	0.878715887
COVID-19	quinapril	1	0.023296852
COVID-19	quinethazone	2	0.895890079
COVID-19	quinidine	1.666666667	0.647372904
COVID-19	quinidine barbiturate	2	0.93529433
COVID-19	quinine	1.5	0.251825916
COVID-19	rabeprazole	1	0.370072068
COVID-19	racepinephrine	1.555555556	0.239587414
COVID-19	raloxifene	1.25	0.689704885
COVID-19	raltitrexed	1.5	0.316655695
COVID-19	ramelteon	1	0.176413883
COVID-19	ramipril	1.5	0.113874097
COVID-19	ramucirumab	2	0.994523649
COVID-19	ranibizumab	1	0.235696608
COVID-19	ranitidine	2	0.650558223
COVID-19	ranolazine	1.76	0.458389232
COVID-19	rapacuronium	2	0.711965092
COVID-19	rasagiline	1.5	0.588774997
COVID-19	ravulizumab	2	0.732530303
COVID-19	reboxetine	2	0.682914207
COVID-19	regadenoson	2	0.71031103
COVID-19	regorafenib	1.5	0.999943981
COVID-19	remdesivir	2	0.807303774
COVID-19	remifentanil	1.666666667	0.725909148
COVID-19	remoxipride	1.4	0.206362405
COVID-19	repaglinide	2	0.988643945
COVID-19	rescinnamine	1	0.034338783
COVID-19	reserpine	1	0.067066232
COVID-19	reslizumab	2	0.555403771
COVID-19	resorcinol	2	0.423762098
COVID-19	resveratrol	1.304347826	0.622995388
COVID-19	reteplase	1	0.056821719
COVID-19	revefenacin	1.8	0.32830378
COVID-19	ribavirin	1.25	0.092841722
COVID-19	ribociclib	1	0.460172163
COVID-19	riboflavin	1	0.000772673
COVID-19	rifabutin	1	0.443484292
COVID-19	rifampicin	1	0.341358791
COVID-19	rifaximin	1	0.297781794
COVID-19	rilmenidine	1	0.059752625
COVID-19	rilonacept	2	0.820589922
COVID-19	rilpivirine	1	0.365492599
COVID-19	riluzole	2	0.852654926
COVID-19	rimonabant	2	0.693698867
COVID-19	riociguat	2	0.759427901
COVID-19	risankizumab	2	0.694737716
COVID-19	risedronic acid	2	0.797264119
COVID-19	risperidone	1.666666667	0.518166088
COVID-19	ritonavir	1	0.256814557
COVID-19	rituximab	1	0.178984688
COVID-19	rivaroxaban	1	0.174005992
COVID-19	rivastigmine	2	0.616002469
COVID-19	rizatriptan	2	0.56194502
COVID-19	rocuronium	2.333333333	0.988577367
COVID-19	rofecoxib	1	0.156290632
COVID-19	roflumilast	1	0.001273155
COVID-19	rolapitant	2	0.636008977
COVID-19	romidepsin	0.6	0.004758034
COVID-19	romiplostim	2	0.738188339
COVID-19	romosozumab	2	0.576237902
COVID-19	ropinirole	1.666666667	0.459028328
COVID-19	ropivacaine	2	0.444596229
COVID-19	rosiglitazone	1.428571429	0.971250106
COVID-19	rosuvastatin	1.5	0.485657852
COVID-19	rotigotine	1.714285714	0.523063828
COVID-19	roxithromycin	1	0.125987014
COVID-19	rucaparib	1.333333333	0.657754076
COVID-19	rufinamide	2	0.823382067
COVID-19	rupatadine	1.5	0.301329006
COVID-19	rutin	2	0.924312766
COVID-19	ruxolitinib	1	0.615393999
COVID-19	sacubitril	1	0.460172163
COVID-19	safinamide	2	0.545734341
COVID-19	salbutamol	1.333333333	0.217461519
COVID-19	salicylic acid	1.666666667	0.442760518
COVID-19	salmeterol	1.333333333	0.223176721
COVID-19	salmon calcitonin	2	0.738188339
COVID-19	salsalate	1.5	0.356003852
COVID-19	sapropterin	1	0.00329072
COVID-19	sargramostim	1.6	0.747796992
COVID-19	sarilumab	2.142857143	0.994475434
COVID-19	saxagliptin	1	0.245462781
COVID-19	scopolamine	1.625	0.049905262
COVID-19	secobarbital	1.764705882	0.703170917
COVID-19	secretin human	1	0.091336931
COVID-19	secukinumab	1	0.000143541
COVID-19	segesterone acetate	1.333333333	0.997248039
COVID-19	selegiline	2	0.659216554
COVID-19	selexipag	2	0.80942949
COVID-19	semaglutide	1	0.377940583
COVID-19	sennosides	2	0.583151911
COVID-19	seractide acetate	2	0.66872681
COVID-19	sermorelin	3	0.992855782
COVID-19	sertindole	1.75	0.730807162
COVID-19	sertraline	1.4	0.190694797
COVID-19	sevoflurane	1.777777778	0.258270384
COVID-19	sibutramine	2	0.869002484
COVID-19	sildenafil	1.666666667	0.208048823
COVID-19	silicon dioxide	3	0.995554351
COVID-19	silodosin	1.666666667	0.53019648
COVID-19	siltuximab	2	0.66431338
COVID-19	silver	1.923076923	0.921018664
COVID-19	simoctocog alfa	2	0.814211981
COVID-19	simvastatin	1	0.447882596
COVID-19	siponimod	2	0.785991752
COVID-19	sipuleucel-t	2	0.539827837
COVID-19	sirolimus	1.333333333	0.687904218
COVID-19	sitagliptin	1	0.271893552
COVID-19	sitaxentan	1.5	0.370203389
COVID-19	sodium carbonate	1.75	0.671777821
COVID-19	sodium ferric gluconate complex	1.5	0.349178952
COVID-19	sodium stibogluconate	1	0.43054705
COVID-19	sodium sulfate	2	0.774438444
COVID-19	sodium tetradecyl sulfate	1	0.074922414
COVID-19	solifenacin	1.8	0.388850821
COVID-19	solriamfetol	2	0.783184863
COVID-19	somatostatin	2.2	0.985179557
COVID-19	somatotropin	2	0.963206704
COVID-19	somatrem	1.5	0.875761135
COVID-19	sonidegib	1	0.181338933
COVID-19	sorafenib	1.4	0.966332648
COVID-19	sotalol	1	0.164710009
COVID-19	soybean oil	2	0.952186264
COVID-19	sparfloxacin	1	0.443484292
COVID-19	spirapril	1	0.038314193
COVID-19	spironolactone	1.766666667	0.849560311
COVID-19	stearic acid	2	0.897809989
COVID-19	stiripentol	1.866666667	0.701215997
COVID-19	streptokinase	1.5	0.766896075
COVID-19	streptomycin	1	0.11220399
COVID-19	streptozocin	1	0.025702176
COVID-19	succinic acid	1.65	0.844112306
COVID-19	succinylcholine	1.666666667	0.351439243
COVID-19	sucralfate	1.4	0.441501677
COVID-19	sufentanil	1.666666667	0.658200844
COVID-19	sulfamethoxazole	1	0.38424374
COVID-19	sulfasalazine	1.5	0.697482363
COVID-19	sulfinpyrazone	1	0.02293942
COVID-19	sulindac	1.714285714	0.860009133
COVID-19	sulodexide	2	0.759374001
COVID-19	sulpiride	1.75	0.66484207
COVID-19	sumatriptan	1.75	0.26252202
COVID-19	sunitinib	1.625	0.998755532
COVID-19	suprofen	1.5	0.336463962
COVID-19	susoctocog alfa	2	0.817400336
COVID-19	suvorexant	2.5	0.982968546
COVID-19	tacrine	2	0.622825128
COVID-19	tacrolimus	2	0.915452729
COVID-19	tadalafil	1	4.33E-05
COVID-19	tafamidis	1	0.476154677
COVID-19	tafluprost	1	0.003525365
COVID-19	tagraxofusp	2	0.869444994
COVID-19	talazoparib	1	0.480136231
COVID-19	talbutal	1.882352941	0.582169381
COVID-19	tamoxifen	1.176470588	0.852759702
COVID-19	tamsulosin	1.666666667	0.411478031
COVID-19	tapentadol	1.833333333	0.853875026
COVID-19	tasimelteon	1	0.204079904
COVID-19	tasonermin	1	0.610462984
COVID-19	taurine	1.8125	0.287936549
COVID-19	taurocholic acid	2.5	0.990385606
COVID-19	tazarotene	1.5	0.960702058
COVID-19	technetium tc-99m nofetumomab merpentan	1.5	0.209422323
COVID-19	technetium tc-99m tilmanocept	2	0.622164048
COVID-19	teduglutide	2	0.59334829
